Hugo_Symbol	reptime	percentage_gene_gc_content	hic	cds_length
SLC25A35	218	0.50919	18	1676.5
SLC25A36	727	0.40757	18	1317.35714285714
SLC25A37	409	0.452775	36	1751.41666666667
SLC25A38	595	0.42298	32	1471.5
SLC25A39	172	0.5385	39	1080.88235294118
SLC25A4	530	0.4143	42	3053
SLC25A40	758	0.360445	6	1078.875
SLC25A41	219	0.53167	33	1522.33333333333
SLC25A42	215	0.51516	30	1058.66666666667
SLC25A43	NaN	0.43851	34	1553.6
SLC25A44	211	0.52566	39	2490.2
SLC25A45	242	0.51451	50	1896.61111111111
SLC25A46	846	0.35442	-7	2135.22222222222
SLC25A5	NaN	0.45694	30	741.25
SLC26A1	256	0.5517	45	2036.25
SLC26A10	344	0.48686	52	1373.2
SLC26A11	219	0.5257	17	1139.88235294118
SLC26A2	149	0.43206	44	3089.33333333333
SLC26A3	515	0.38905	19	1636.66666666667
SLC26A4	579	0.40159	37	1315.8
SLC26A5	620	0.388685	17	2276.26666666667
SLC26A6	212	0.54695	37	1609.18181818182
SLC26A7	987	0.36436	-11	2466.75
SLC26A8	407	0.42827	33	2443.875
SLC26A9	431	0.4616391	33	3243
SLC27A1	202	0.521345	34	1995.7
SLC27A2	282	0.404845	1	1738.25
SLC27A3	175	0.49452	33	1493.92
SLC27A4	188	0.5213	64	2292.5
SLC27A5	276	0.52806	11	1704.875
SLC27A6	962	0.37628	-10	2235
SLC28A1	291	0.48298	25	1972.42857142857
SLC28A2	471	0.46778	23	1345.25
SLC28A3	595	0.418495	2	2627.33333333333
SLC29A1	216	0.51366	51	2152
SLC29A2	182	0.54257	55	2422.66666666667
SLC29A3	487	0.5157	40	1280.66666666667
SLC29A4	289	0.53665	11	2211.83333333333
SLC2A1	334	0.457005	35	1170
SLC2A10	636	0.45148	33	2432
SLC2A11	182	0.520115	57	1417.63636363636
SLC2A12	359	0.39245	16	4468
SLC2A13	909	0.3700025	-18	2886.75
SLC2A14	305	0.45231	14	1373.3
SLC2A2	735	0.38383	18	1610.66666666667
SLC2A3	305	0.45038	13	1441.63636363636
SLC2A4	316	0.52047	21	2370.8
SLC2A4RG	202	0.57394	36	859
SLC2A5	264	0.48261	31	1281.91666666667
SLC2A6	315	0.55739	39	1912.2
SLC2A7	264	0.47561	31	1539
SLC2A8	270	0.43631	42	969.357142857143
SLC2A9	916	0.4532867	37	1106.69230769231
SLC30A1	236	0.47694	22	5474
SLC30A10	641	0.399415	-12	1951.5
SLC30A2	221	0.4715	31	2102
SLC30A3	230	0.48305	39	1447.63636363636
SLC30A4	299	0.42273	10	3856.5
SLC30A5	273	0.415485	29	1353.375
SLC30A6	276	0.40922	25	2425.1
SLC30A7	727	0.37127	-4	3267.33333333333
SLC30A8	456	0.3863367	8	1522.11111111111
SLC30A9	261	0.395055	28	2228.2
SLC31A1	312	0.43488	17	1990.66666666667
SLC31A2	456	0.45808	9	1435.33333333333
SLC32A1	551	0.48465	36	2574
SLC33A1	473	0.4109	4	2416.5
SLC34A1	261	0.53028	59	1974.2
SLC34A2	631	0.45983	35	1714.83333333333
SLC34A3	399	0.63341	43	2143
SLC35A1	534	0.38886	27	1369.4
SLC35A2	NaN	0.4831	38	1343.66666666667
SLC35A3	530	0.38531	9	2520
SLC35A4	319	0.41067	29	2169.5
SLC35A5	502	0.377425	33	1536.85714285714
SLC35B1	361	0.43526	30	997.05
SLC35B2	312	0.5166	54	1746.4
SLC35B3	804	0.38717	-11	1502
SLC35B4	493	0.402895	14	2415.75
SLC35C1	381	0.47256	20	2063
SLC35C2	612	0.50683	42	1484.78571428571
SLC35D1	673	0.37736	-4	3955
SLC35D2	400	0.440885	21	1066.4
SLC35D3	449	0.39457	21	2359
SLC35E1	258	0.51562	44	1498.81818181818
SLC35E2	214	0.566765	33	1287
SLC35E3	294	0.39728	25	1668.5
SLC35E4	330	0.52121	56	2043.75
SLC35F1	959	0.38379	-18	4852
SLC35F2	538	0.418705	12	1610.125
SLC35F3	649	0.415514	1	2826.5
SLC35F4	918	0.39715	27	1235.625
SLC35F5	544	0.424935	19	1392.5
SLC36A1	598	0.41835	22	1386
SLC36A2	530	0.445485	48	1862.42857142857
SLC36A3	530	0.46393	57	2578
SLC36A4	580	0.382905	-18	2063.71428571429
SLC37A1	284	0.4873899	67	1296.33333333333
SLC37A2	762	0.40414	30	2322.71428571429
SLC37A3	587	0.45686	28	1244.65517241379
SLC37A4	180	0.51396	57	1985.82142857143
SLC38A1	334	0.38773	9	2303.4
SLC38A11	427	0.365335	-3	1252.6
SLC38A2	311	0.40113	14	1430
SLC38A3	199	0.56292	44	992.7
SLC38A4	415	0.37931	-10	1727.4
SLC38A5	NaN	0.46673	2	1187.42857142857
SLC38A6	527	0.37118	-2	1115.52380952381
SLC38A7	188	0.47471	2	1461.5
SLC38A8	460	0.54324	3	812
SLC38A9	390	0.40452	24	1357.85185185185
SLC39A1	222	0.49035	34	1628.11111111111
SLC39A10	431	0.383095	3	2206.8
SLC39A11	538	0.464124	-34	884.823529411765
SLC39A12	360	0.393905	-9	2572.66666666667
SLC39A13	245	0.54541	47	1219.30769230769
SLC39A14	144	0.44347	32	1515
SLC39A2	429	0.42725	4	1067
SLC39A3	291	0.53281	25	1208
SLC39A4	200	0.59153	36	1253.82352941176
SLC39A5	171	0.50215	46	898.454545454545
SLC39A6	399	0.40018	35	2256.5
SLC39A7	377	0.46845	24	1615.5
SLC39A8	441	0.38821	4	1610.5
SLC39A9	395	0.44463	40	2006.4
SLC3A1	522	0.4064	29	1821.77777777778
SLC3A2	181	0.48673	71	1134.125
SLC40A1	511	0.38435	-2	1010.14285714286
SLC41A1	377	0.4307	37	2959.5
SLC41A2	294	0.4096467	30	959.7
SLC41A3	610	0.4647	32	1138.59090909091
SLC43A1	197	0.4909	9	1091.09090909091
SLC43A2	198	0.54165	29	1880.92307692308
SLC43A3	191	0.50843	-3	1000.72
SLC44A1	490	0.39454	0	4724.875
SLC44A2	226	0.52314	33	1453.4
SLC44A3	274	0.4263	-13	1709.7
SLC44A4	188	0.51193	36	1296.53968253968
SLC44A5	935	0.37307	-21	2859.75
SLC45A1	321	0.490315	25	2025.8
SLC45A2	863	0.41426	8	1362.85714285714
SLC45A3	281	0.47149	33	2894.5
SLC45A4	239	0.52543	57	2852.71428571429
SLC46A1	190	0.49805	28	2375.25
SLC46A2	498	0.44031	10	2196
SLC46A3	629	0.41823	37	2477.33333333333
SLC47A1	414	0.47347	2	1429.8125
SLC47A2	219	0.463885	-8	2032
SLC48A1	320	0.44322	14	995.333333333333
SLC4A1	175	0.54651	40	1941.5
SLC4A10	820	0.356696	0	2698.76923076923
SLC4A11	338	0.5196	49	1977
SLC4A1AP	205	0.42496	37	2134
SLC4A2	373	0.57286	41	1527.75
SLC4A3	487	0.52933	29	2917.5
SLC4A4	975	0.378636	-4	4802.5
SLC4A5	272	0.454365	45	3420.86666666667
SLC4A7	413	0.37679	-3	3739.95
SLC4A8	331	0.442695	43	2120.11111111111
SLC4A9	143	0.44639	39	2438.71428571429
SLC5A1	458	0.444355	-26	2129.5
SLC5A10	198	0.508175	16	2379.28571428571
SLC5A11	277	0.436425	18	1850.07692307692
SLC5A12	921	0.36305	-8	2472
SLC5A2	558	0.50366	-3	1115.77777777778
SLC5A3	574	0.44236	88	11575
SLC5A4	580	0.45301	-34	2028
SLC5A5	204	0.524635	37	2074.5
SLC5A6	230	0.48305	39	1152.16666666667
SLC5A7	911	0.37176	-16	3032.66666666667
SLC5A8	828	0.390245	-15	4080.5
SLC5A9	480	0.41589	-10	1860.27272727273
SLC6A1	444	0.50021	36	1461.33333333333
SLC6A11	545	0.4596	30	2553.33333333333
SLC6A12	557	0.514475	28	1410.52941176471
SLC6A13	557	0.53618	28	851.416666666667
SLC6A14	NaN	0.37076	4	2308.33333333333
SLC6A15	1015	0.353395	-34	1671.27272727273
SLC6A16	309	0.480765	35	1275.28571428571
SLC6A17	400	0.493885	33	3484
SLC6A18	541	0.58285	24	1299
SLC6A19	541	0.58285	24	4255.5
SLC6A2	565	0.408595	-32	2178.3
SLC6A20	385	0.438385	43	2500
SLC6A3	490	0.543875	30	1817.4
SLC6A4	298	0.40734	25	2970.8
SLC6A5	842	0.44904	1	3520.33333333333
SLC6A6	242	0.5154	47	2439.27272727273
SLC6A7	228	0.50749	49	2252.33333333333
SLC6A8	NaN	0.53024	44	1096.9
SLC6A9	214	0.51458	39	1526.58333333333
SLC7A1	467	0.4464	9	2873.33333333333
SLC7A10	270	0.50988	-9	1453.8
SLC7A11	570	0.372355	-1	5221
SLC7A13	1147	0.38868	3	1358
SLC7A14	466	0.4180067	24	5288
SLC7A2	253	0.404635	2	6530.2
SLC7A3	NaN	0.40558	-9	2235.5
SLC7A4	192	0.51063	58	1678.66666666667
SLC7A5	133	0.529765	34	3100
SLC7A6	281	0.455725	38	1639.93333333333
SLC7A6OS	281	0.49701	46	2074.2
SLC7A7	351	0.42587	36	1184.19047619048
SLC7A8	168	0.480715	41	1786
SLC7A9	451	0.44391	-24	1499.16666666667
SLC8A1	706	0.380158	-11	3997.21428571429
SLC8A2	276	0.53511	38	1663.42857142857
SLC8A3	409	0.441375	28	3603.8
SLC9A1	336	0.51178	27	2065.85714285714
SLC9A2	858	0.39597	-5	2130.66666666667
SLC9A3	367	0.55805	29	1891.66666666667
SLC9A3R1	484	0.48775	17	1065.6
SLC9A3R2	183	0.58936	46	1093.44444444444
SLC9A4	671	0.39793	6	2478
SLC9A5	142	0.538385	51	2151.22222222222
SLC9A6	NaN	0.417025	24	4575.33333333333
SLC9A7	NaN	0.42058	45	1365
SLC9A8	165	0.46645	52	3717.16666666667
SLC9A9	954	0.3972129	7	1215.6
SLCO1A2	873	0.361665	-33	1934.5
SLCO1B1	799	0.351995	-25	2229
SLCO1B3	521	0.369345	-24	1812.66666666667
SLCO1C1	501	0.36892	-24	2041.5
SLCO2A1	487	0.473205	21	1505.625
SLCO2B1	449	0.45959	48	1690.68421052632
SLCO3A1	867	0.439618	-8	1594.30769230769
SLCO4A1	192	0.5761519	24	1414.77777777778
SLCO4C1	870	0.36775	-5	5334
SLCO5A1	674	0.4046967	16	2913.875
SLCO6A1	647	0.363115	-12	1388.9
SLFN11	456	0.40856	11	1328.46153846154
SLFN12	456	0.39613	18	1412.125
SLFN13	456	0.39613	18	3455.83333333333
SLFN5	505	0.46092	16	4785.33333333333
SLFNL1	171	0.46431	29	2478.33333333333
SLIT1	470	0.4626933	26	2638.14285714286
SLIT2	1366	0.364862	3	2549.18181818182
SLIT3	706	0.4445687	20	3486.375
SLITRK1	874	0.33679	-31	5185
SLITRK2	NaN	0.388805	-34	4758.83333333333
SLITRK3	1315	0.36024	-17	3177
SLITRK4	NaN	0.38544	-30	4217
SLITRK5	1253	0.3376	-27	3440
SLITRK6	822	0.34227	-27	4318
SLK	271	0.40306	37	5353.66666666667
SLMAP	196	0.41006	35	2027.13043478261
SLMO1	240	0.47097	48	1141.88888888889
SLMO2	126	0.46006	25	1221.25
SLN	676	0.3971	-5	688
SLPI	324	0.40284	25	596
SLTM	212	0.403785	23	1220.5
SLU7	619	0.42909	30	976.111111111111
SLURP1	373	0.51603	34	537
SMAD1	1182	0.39092	24	978.375
SMAD2	185	0.404605	42	3575.5
SMAD3	194	0.465	45	1238.33333333333
SMAD4	422	0.40899	41	1940.29411764706
SMAD5	449	0.43922	34	2085.61538461538
SMAD6	197	0.50099	46	1469.33333333333
SMAD7	191	0.51365	79	1226.875
SMAD9	731	0.41096	7	4243.25
SMAGP	194	0.47169	40	1051.375
SMAP1	764	0.39076	11	1755.66666666667
SMAP2	438	0.4579	37	1568.4
SMARCA1	NaN	0.38004	-7	3175.75
SMARCA2	805	0.40233	18	2131.88235294118
SMARCA4	190	0.524855	40	3363.75
SMARCA5	821	0.36841	9	2938.33333333333
SMARCAD1	311	0.382565	16	3013.875
SMARCAL1	384	0.433585	31	1154.76923076923
SMARCB1	196	0.51647	52	1199.57142857143
SMARCC1	200	0.44007	39	1754.75
SMARCC2	171	0.48803	40	1983.33333333333
SMARCD1	211	0.48028	56	1307.41666666667
SMARCD2	380	0.46267	27	1069
SMARCD3	290	0.52226	32	1226.6
SMARCE1	196	0.44386	19	1427.05
SMC1A	NaN	0.45247	70	2496.33333333333
SMC1B	199	0.47132	17	3918.5
SMC2	953	0.36419	-33	3652.33333333333
SMC3	177	0.43264	46	2445.5
SMC4	513	0.36517	16	1644.92857142857
SMC5	395	0.38216	-11	2506.33333333333
SMC6	1245	0.396565	1	2869.55555555556
SMCHD1	394	0.38615	33	2155.64285714286
SMCP	804	0.39785	12	775
SMCR8	254	0.5164	9	3427
SMEK1	467	0.44342	40	2084.14285714286
SMEK2	382	0.397835	25	2993.66666666667
SMG1	125	0.42357	37	4002.11764705882
SMG5	211	0.49587	33	1402.5
SMG6	368	0.485905	30	1674.57142857143
SMG7	385	0.402055	25	2367.625
SMN2	649	0.383217	1	948.388888888889
SMNDC1	359	0.40503	18	1561
SMO	420	0.45832	54	1460.25
SMOC1	307	0.446455	41	1469.2
SMOC2	883	0.47965	-32	1540.2
SMOX	231	0.47217	26	1371.16666666667
SMPD1	471	0.46558	17	1553.25
SMPD2	559	0.42454	47	913.333333333333
SMPD3	279	0.50466	46	1329.16666666667
SMPD4	593	0.48242	22	2153.08
SMPDL3A	1073	0.38201	-1	1410.66666666667
SMPDL3B	272	0.48004	20	1438.16666666667
SMPX	NaN	0.39734	0	735.5
SMR3A	915	0.36473	25	665
SMR3B	915	0.36473	25	650
SMS	NaN	0.41107	23	1204.4
SMTN	202	0.48488	32	1583.95238095238
SMTNL1	249	0.4884	32	1869.33333333333
SMTNL2	318	0.542145	24	1210.5
SMU1	286	0.42356	0	4209
SMUG1	279	0.49207	48	852.818181818182
SMURF1	379	0.445425	46	3288.75
SMURF2	151	0.4037934	-8	2167.57142857143
SMYD1	543	0.42597	6	1875.25
SMYD2	505	0.416225	-11	2009.71428571429
SMYD3	939	0.4086	-6	926.105263157895
SMYD4	153	0.50906	26	1513.28571428571
SMYD5	452	0.46734	20	829.5
SNAI1	181	0.486065	51	1686
SNAI2	598	0.42034	-22	2146
SNAI3	189	0.55294	41	1732
SNAP23	269	0.43266	39	835.619047619048
SNAP25	372	0.406885	-41	1456.2
SNAP29	216	0.46416	39	1980
SNAP47	459	0.45852	1	1528.41666666667
SNAP91	734	0.3778967	-28	2206.20833333333
SNAPC1	410	0.38672	26	2656
SNAPC2	320	0.53288	27	858.833333333333
SNAPC3	650	0.42695	5	2110.66666666667
SNAPC4	258	0.6241	28	5010
SNAPC5	219	0.44174	40	929.5
SNAPIN	183	0.4798	40	950
SNCA	475	0.35911	-7	1290.36363636364
SNCAIP	684	0.382795	-6	2224.36
SNCB	359	0.54601	40	973.6
SNCG	164	0.45993	45	705
SND1	650	0.4312333	22	821.0625
SNED1	278	0.5365	33	3121.25
SNF8	174	0.48251	29	854.705882352941
SNIP1	274	0.44989	30	1897.33333333333
SNN	214	0.49266	40	3312
SNPH	468	0.43402	32	5264
SNRK	399	0.41271	30	2336.375
SNRNP200	213	0.47091	43	2433.55555555556
SNRNP25	238	0.5619938	36	992.571428571429
SNRNP27	221	0.39449	37	969.4
SNRNP35	424	0.4933567	50	1193.5
SNRNP40	234	0.48017	30	1069.125
SNRNP48	209	0.42935	14	3391.5
SNRNP70	200	0.544665	41	1503.9
SNRPA	201	0.51722	27	761.909090909091
SNRPB	477	0.44291	33	1149.25
SNRPB2	856	0.41154	-21	1264.33333333333
SNRPC	242	0.44203	24	751.75
SNRPD1	165	0.42432	46	961.333333333333
SNRPD2	194	0.51392	45	589.125
SNRPD3	194	0.47522	48	845.8
SNRPE	280	0.42097	26	587
SNRPF	400	0.40778	5	860
SNRPG	370	0.43511	38	559.111111111111
SNTA1	237	0.487685	49	2342
SNTB1	819	0.3915775	2	2074.4
SNTB2	NaN	0.43621	32	2053.15384615385
SNTG1	1189	0.358776	-32	1318.3
SNTG2	824	0.440744	-24	833.583333333333
SNTN	905	0.39553	-12	1781.33333333333
SNUPN	165	0.46721	39	1131.75
SNURF	1194	0.40251	-44	849.5
SNW1	359	0.42741	42	1345.85714285714
SNX1	223	0.458055	45	2161.21428571429
SNX10	418	0.425465	29	1208.125
SNX11	255	0.478115	11	1192.35714285714
SNX12	NaN	0.40518	37	1120.8
SNX13	585	0.36141	-4	2496.38461538462
SNX14	384	0.39145	19	1812.26315789474
SNX15	207	0.522405	49	1377
SNX16	680	0.36631	6	1290.09090909091
SNX17	182	0.50472	52	1326.25
SNX18	643	0.42216	7	4611.33333333333
SNX19	523	0.43187	7	1652.53333333333
SNX2	532	0.39014	31	929.692307692308
SNX20	792	0.50693	1	2591.75
SNX21	180	0.445	48	1447
SNX22	251	0.44747	43	2546.42857142857
SNX24	532	0.3933733	18	787.916666666667
SNX25	528	0.416505	30	1943
SNX27	173	0.44469	29	4493.8
SNX29	758	0.4704733	18	2333.3
SNX3	451	0.44136	42	1187
SNX30	453	0.436785	19	4028
SNX31	196	0.42589	50	910
SNX32	287	0.53051	42	1216.88888888889
SNX33	231	0.4834	34	5136.5
SNX4	132	0.41369	35	1174.16666666667
SNX5	499	0.45879	29	1315.10526315789
SNX6	165	0.46025	10	1401.75
SNX7	903	0.365715	-21	1229.5
SNX8	291	0.53486	44	1054.55555555556
SNX9	169	0.418665	40	4198
SOAT1	336	0.41168	3	2719.6
SOAT2	177	0.4783	46	1470.33333333333
SOBP	592	0.410425	36	2446
SOCS1	308	0.52095	37	1225
SOCS2	369	0.41116	30	1566.18181818182
SOCS3	209	0.53925	27	1545
SOCS4	144	0.40621	37	4463.25
SOCS5	252	0.40667	34	4414.5
SOCS6	264	0.39347	7	3122.33333333333
SOCS7	181	0.47002	22	1597
SOD1	621	0.44692	34	1040.75
SOD2	604	0.43	19	2022.625
SOD3	617	0.428545	31	789.666666666667
SOHLH1	524	0.4961	29	1699
SOHLH2	880	0.39145	-44	2051
SON	375	0.42044	68	2848.7619047619
SORBS1	445	0.4397025	17	3664.95454545455
SORBS2	374	0.405905	-1	1279.6
SORBS3	224	0.47442	45	968.333333333333
SORCS1	881	0.3977057	-26	2323.125
SORCS2	555	0.53066	36	2747
SORCS3	986	0.4102314	-29	2579
SORD	565	0.41811	19	1594.28571428571
SORL1	650	0.4339833	21	2948.53846153846
SORT1	302	0.46559	28	1496
SOS1	351	0.38931	18	2781.55555555556
SOS2	166	0.42838	46	2239.5
SOST	192	0.49229	35	2300
SOSTDC1	699	0.37791	-19	2140
SOX1	793	0.47527	-33	4108
SOX10	203	0.50982	50	1566.4
SOX11	1198	0.42091	-17	8718
SOX12	185	0.4935	41	3747.5
SOX13	314	0.46522	31	1436.44444444444
SOX14	880	0.3925	-2	818
SOX15	194	0.49879	24	1179.66666666667
SOX17	554	0.41586	-8	2342
SOX2	1104	0.40343	-14	1909
SOX21	759	0.39189	41	2504
SOX3	NaN	0.40146	-22	2074
SOX30	1079	0.43636	41	2549
SOX4	676	0.41822	1	3479
SOX5	973	0.3612892	-7	2085.29411764706
SOX6	989	0.3735933	-18	2780.5
SOX7	481	0.51294	9	2240.66666666667
SOX8	304	0.57205	22	3601
SOX9	606	0.44161	-41	3935
SP1	145	0.49225	57	3028
SP100	559	0.4071567	38	1604.95
SP110	643	0.42306	31	1269.05882352941
SP140	626	0.412205	37	1485.625
SP140L	642	0.404635	36	1856.7
SP2	178	0.508605	25	3112
SP3	376	0.409045	27	3401.125
SP4	643	0.391025	26	2771
SP5	709	0.41409	28	1145
SP6	214	0.51611	29	3821.5
SP7	166	0.50911	58	2158.25
SP8	730	0.40519	11	1666
SPA17	604	0.4121	18	1787.25
SPACA1	684	0.38947	32	1135
SPACA3	837	0.46764	-10	704
SPACA4	242	0.53984	31	971
SPACA5B	NaN	0.418185	19	595
SPAG1	270	0.394295	36	1835.85714285714
SPAG11A	693	0.41954	-5	581.75
SPAG11B	637	0.463642	-11	587.444444444444
SPAG16	1199	0.359445	-3	1538.61538461538
SPAG17	741	0.3779425	-7	1264.61538461538
SPAG4	169	0.47137	53	850
SPAG5	225	0.4983	31	962.6875
SPAG6	462	0.396905	14	1534.9
SPAG7	231	0.52008	30	814.625
SPAG8	227	0.47901	54	1201.58333333333
SPAG9	138	0.4349	-3	1819
SPAM1	541	0.379975	-19	1909.83333333333
SPANXA2	NaN	0.39791	-33	691
SPANXC	NaN	0.39733	-15	387
SPANXN1	NaN	0.37952	-22	1276
SPANXN2	NaN	0.38836	-27	1377.5
SPANXN3	NaN	0.379675	-29	590
SPANXN4	NaN	0.37785	-19	495.5
SPANXN5	NaN	0.43367	26	1316
SPARC	496	0.46148	43	1008
SPARCL1	537	0.398075	16	1307
SPAST	197	0.41029	28	5116.5
SPATA1	585	0.382315	-1	1034.8
SPATA12	332	0.452315	46	2413
SPATA13	569	0.43874	36	3097.16666666667
SPATA16	577	0.3716733	-15	2106
SPATA17	966	0.35634	-21	1736.2
SPATA18	878	0.39886	9	1462.9
SPATA19	622	0.44074	-14	757
SPATA2	181	0.47179	48	3276.33333333333
SPATA20	200	0.52893	20	1358.65384615385
SPATA21	191	0.48017	40	1840.8
SPATA22	515	0.40545	14	1058.35714285714
SPATA4	504	0.36165	-4	1229
SPATA5	528	0.375588	11	5314.5
SPATA5L1	254	0.42252	10	1352.42857142857
SPATA6	691	0.3966667	-19	1343.18181818182
SPATA7	800	0.40142	-13	1126.18181818182
SPATA8	986	0.40814	-46	861
SPATA9	216	0.3778	35	1243.14285714286
SPATC1	211	0.58669	27	1874.5
SPATS1	443	0.46284	40	1042.5
SPATS2	217	0.4577567	43	1074.86956521739
SPATS2L	433	0.4006433	24	1442.03703703704
SPC24	233	0.51279	33	932.857142857143
SPC25	724	0.40258	7	718.625
SPCS1	272	0.41801	47	947
SPCS2	454	0.42269	24	824
SPCS3	550	0.38661	11	2073.25
SPDEF	207	0.53609	34	1786
SPDYA	238	0.40348	32	1204.14285714286
SPDYC	168	0.50306	54	991
SPDYE1	239	0.49312	49	2649
SPDYE3	204	0.49082	54	2757.33333333333
SPEF1	241	0.55057	43	1743
SPEF2	598	0.3783633	-5	2533.13333333333
SPEG	335	0.508995	35	2222.52
SPEM1	206	0.55384	33	982
SPEN	169	0.483525	28	3360.6
SPERT	613	0.42839	47	1335.33333333333
SPESP1	452	0.39801	33	839
SPG11	441	0.409305	35	1823.72
SPG20	850	0.3854	-16	2095.27272727273
SPG21	185	0.48721	57	990.5
SPHAR	361	0.42974	9	1120
SPHK1	209	0.50066	24	1477.2
SPHK2	242	0.53984	31	1947.21428571429
SPHKAP	615	0.3856633	-9	4755
SPI1	245	0.514315	46	1130.5
SPIB	491	0.53667	30	1122.75
SPIC	649	0.41066	-1	1062.5
SPIN1	495	0.43927	-6	1632.28571428571
SPIN2A	NaN	0.40011	18	1893.5
SPIN2B	NaN	0.40011	18	965.166666666667
SPIN3	NaN	0.38133	13	1463.33333333333
SPIN4	NaN	0.38733	-19	4114.5
SPINK1	470	0.38254	2	658
SPINK13	418	0.35457	-9	730.666666666667
SPINK14	390	0.35872	-8	225.5
SPINK2	572	0.44145	12	618
SPINK4	167	0.46211	38	453.333333333333
SPINK5	390	0.362015	-10	2003.11111111111
SPINK6	390	0.35872	-8	493
SPINK7	418	0.35457	-9	573.166666666667
SPINK8	263	0.47399	37	440
SPINK9	459	0.37144	-15	528.5
SPINT1	172	0.49857	51	1275.41666666667
SPINT2	301	0.53783	-1	1083.18181818182
SPINT4	359	0.4085	16	512
SPIRE1	292	0.42657	49	1765.78571428571
SPNS1	257	0.52983	55	1485.91666666667
SPNS2	318	0.55845	22	1254.75
SPNS3	273	0.48624	30	1133.28571428571
SPO11	604	0.45178	9	1410.2
SPOCD1	183	0.56035	35	1962.93333333333
SPOCK1	646	0.4244817	26	1029.4
SPOCK2	169	0.51838	40	2274.22222222222
SPOCK3	1043	0.3486217	-11	1544.44827586207
SPON1	644	0.41492	-10	3405.4
SPON2	319	0.47297	29	733.47619047619
SPOP	348	0.47692	28	1166.95652173913
SPOPL	638	0.371785	15	2128
SPP1	367	0.39656	8	957.9
SPP2	558	0.43022	9	693.25
SPPL2A	225	0.394265	20	957.571428571429
SPPL2B	267	0.58752	31	1550.3125
SPPL3	392	0.43449	45	1242.11111111111
SPR	421	0.44766	23	1213.5
SPRED1	704	0.372345	-21	3161.33333333333
SPRED2	346	0.429545	36	1294.875
SPRED3	253	0.51926	0	935.857142857143
SPRN	472	0.53475	8	3150
SPRR1A	748	0.43102	28	458.5
SPRR1B	704	0.39057	30	421
SPRR2A	704	0.39057	30	709
SPRR2B	704	0.39057	30	534.333333333333
SPRR2D	704	0.39057	30	763
SPRR2E	704	0.39057	30	685
SPRR2F	704	0.39057	30	681
SPRR2G	602	0.38171	28	568
SPRR3	748	0.43102	28	694.2
SPRR4	748	0.43102	28	733
SPRY1	613	0.4088	21	1321.16666666667
SPRY2	729	0.40941	60	2023
SPRY4	573	0.46736	28	1798.2
SPRYD3	177	0.47428	38	1252.5
SPRYD4	184	0.4624	61	2101
SPSB1	281	0.52503	32	1597
SPSB2	232	0.5247405	32	1004
SPSB3	288	0.5807	36	1316.75
SPSB4	574	0.42563	22	1443.25
SPTA1	940	0.36752	1	1479.66666666667
SPTAN1	197	0.45501	43	3217.33333333333
SPTB	204	0.51417	38	5315.33333333333
SPTBN1	430	0.4148633	22	4703.33333333333
SPTBN2	187	0.47877	46	3065.55555555556
SPTBN4	177	0.51887	37	3598.4
SPTBN5	259	0.50566	40	6342
SPTLC1	340	0.437765	32	860
SPTLC2	320	0.434495	40	1920.83333333333
SPTLC3	571	0.39556	-59	1410.28571428571
SPTY2D1	457	0.41739	28	2821.33333333333
SPZ1	617	0.44178	34	1365.5
SQLE	572	0.40937	19	1264.16666666667
SQRDL	490	0.42745	1	918.75
SQSTM1	359	0.51356	38	1334.94117647059
SRA1	319	0.41067	29	1273.5
SRBD1	419	0.37826	28	1642.83333333333
SRC	571	0.50355	60	2405.53846153846
SRCAP	158	0.50883	61	6881.85714285714
SRCIN1	232	0.54393	33	3387
SRCRB4D	220	0.48483	59	2012.5
SRD5A1	585	0.45007	-1	1566.33333333333
SRD5A2	693	0.3933355	3	3509.5
SRD5A3	348	0.41594	8	1891
SREBF1	260	0.57397	21	1492.68
SREBF2	243	0.504955	62	2258
SRF	363	0.49764	35	2756
SRFBP1	809	0.358515	-4	1711
SRGAP1	460	0.3944975	-13	3934.42857142857
SRGAP2	300	0.4315851	6	1960.21739130435
SRGAP3	469	0.4471833	22	2791.33333333333
SRGN	183	0.44836	55	1005
SRI	454	0.36618	23	979.9
SRL	154	0.48622	32	3871.66666666667
SRM	408	0.48437	34	669.333333333333
SRMS	298	0.59793	54	1516
SRP14	256	0.42129	23	709.125
SRP19	340	0.385165	34	1014.57142857143
SRP54	171	0.42295	32	1060.84615384615
SRP68	218	0.50972	22	1502.46153846154
SRP72	594	0.39022	27	2088.2
SRP9	168	0.45395	9	1205.33333333333
SRPK1	404	0.43501	28	1981.64285714286
SRPK2	468	0.4034975	34	1351.6
SRPK3	NaN	0.57384	30	1833.75
SRPR	426	0.45335	29	1284.85714285714
SRPRB	523	0.43098	23	1259.6
SRPX	NaN	0.39404	17	1453.57142857143
SRPX2	NaN	0.402135	23	1413.5
SRR	271	0.45598	29	780.875
SRRD	553	0.46019	-46	1765
SRRM1	348	0.45519	27	1243.875
SRRM2	210	0.55078	42	1282.43333333333
SRRM3	195	0.50407	50	2218.66666666667
SRRM4	835	0.4410067	2	3166.33333333333
SRRT	433	0.52083	48	1127.05555555556
SRXN1	480	0.49708	42	2698
SS18	632	0.38312	37	995.551724137931
SS18L1	288	0.53598	-13	2331.5
SS18L2	445	0.46851	42	809.666666666667
SSB	489	0.42883	35	902
